Count;Id;Label;Type;Bastard;Non-cyrillic
1;интервал;интервал;S;False;False
1;интересно;интересно;ADV;False;False
1;интерфакс;интерфакс;S;True;False
1;ир;ир;S;False;False
1;ириска;ириска;S;False;False
1;искать;искать;V;False;False
1;исписывать;исписывать;V;False;False
1;испускать;испускать;V;False;False
1;испытание;испытание;S;False;False
1;испытуемый;испытуемый;S;False;False
1;исследование;исследование;S;False;False
1;исследовать;исследовать;V;False;False
1;истечение;истечение;S;False;False
1;истина;истина;S;False;False
1;история;история;S;False;False
1;исходный;исходный;A;False;False
1;итальянский;итальянский;A;False;False
1;их;их;APRO;False;False
1;каклимов;каклимов;S;True;False
1;какой-либо;какой-либо;APRO;False;False
1;капуста;капуста;S;False;False
1;карзин;карзин;S;True;False
1;карра;карра;S;True;False
1;картон;картон;S;False;False
1;карусель;карусель;S;False;False
1;карьера;карьера;S;False;False
1;касаться;касаться;V;False;False
1;качаться;качаться;V;False;False
1;кв;кв;S;False;False
1;квадратический;квадратический;A;False;False
1;квадратный;квадратный;A;False;False
1;квантование;квантование;S;False;False
1;квартал;квартал;S;False;False
1;квас;квас;S;False;False
1;кекс;кекс;S;False;False
1;кенгуру;кенгуру;S;False;False
1;керосин;керосин;S;False;False
1;кислород;кислород;S;False;False
1;кит;кит;S;False;False
1;клавиатура;клавиатура;S;False;False
1;кладбище;кладбище;S;False;False
1;кладка;кладка;S;False;False
1;клен;клен;S;False;False
1;клетка;клетка;S;False;False
1;ко;ко;PR;False;False
1;кодирование;кодирование;S;False;False
1;кодовый;кодовый;A;False;False
1;колебаться;колебаться;V;False;False
1;коллектив;коллектив;S;False;False
1;колон;колон;S;False;False
1;колонна;колонна;S;False;False
1;колхоз;колхоз;S;False;False
1;кольт;кольт;S;False;False
1;комбайнер;комбайнер;S;False;False
1;комментировать;комментировать;V;False;False
1;коммерческий;коммерческий;A;False;False
1;композиция;композиция;S;False;False
1;конвейерный;конвейерный;A;False;False
1;кондитерский;кондитерский;A;False;False
1;конечный;конечный;A;False;False
1;консервы;консервы;S;False;False
1;константа;константа;S;False;False
1;контейнер;контейнер;S;False;False
1;континент;континент;S;False;False
1;контролер;контролер;S;False;False
1;контроллер;контроллер;S;False;False
1;конь;конь;S;False;False
1;копеечный;копеечный;A;False;False
1;копна;копна;S;False;False
1;кормушка;кормушка;S;False;False
1;коробка;коробка;S;False;False
1;коробок;коробок;S;False;False
1;корыто;корыто;S;False;False
1;космонавт;космонавт;S;False;False
1;космос;космос;S;False;False
1;коттедж;коттедж;S;False;False
1;кочан;кочан;S;False;False
1;кошка;кошка;S;False;False
1;коэффициент;коэффициент;S;False;False
1;крайний;крайний;A;False;False
1;краситель;краситель;S;False;False
1;краска;краска;S;False;False
1;красноярск;красноярск;S;False;False
1;красота;красота;S;False;False
1;кратко;кратко;ADV;False;False
1;круговой;круговой;A;False;False
1;крючок;крючок;S;False;False
1;ктв;ктв;None;False;True
1;кто-то;кто-то;SPRO;False;False
1;кубик;кубик;S;False;False
1;кукла;кукла;S;False;False
1;купер;купер;S;False;False
1;курильск;курильск;S;False;False
1;курс;курс;S;False;False
1;куртка;куртка;S;False;False
1;курья;курья;S;False;False
1;кушать;кушать;V;False;False
1;лавочка;лавочка;S;False;False
1;лазоревка;лазоревка;S;False;False
1;лампочка;лампочка;S;False;False
1;ларин;ларин;S;False;False
1;лев;лев;S;False;False
1;легкое;легкое;S;False;False
1;лего;лего;S;False;False
1;леденец;леденец;S;False;False
1;ледокол;ледокол;S;False;False
1;лежать;лежать;V;False;False
1;лена;лена;S;False;False
1;лесозаготовка;лесозаготовка;S;False;False
1;лесоруб;лесоруб;S;False;False
1;лида;лида;S;False;False
1;лизинговый;лизинговый;A;False;False
1;ликвидировать;ликвидировать;V;False;False
1;лимит;лимит;S;False;False
1;лимитный;лимитный;A;False;False
1;лимон;лимон;S;False;False
1;линия;линия;S;False;False
1;липкий;липкий;A;False;False
1;литосферный;литосферный;A;False;False
1;лифт;лифт;S;False;False
1;лишь;лишь;PART;False;False
1;ложный;ложный;A;False;False
1;локомотив;локомотив;S;False;False
1;лоток;лоток;S;False;False
1;лужайка;лужайка;S;False;False
1;лук;лук;S;False;False
1;любимая;любимая;S;False;False
1;любить;любить;V;False;False
1;люстра;люстра;S;False;False
1;ля;ля;S;False;False
1;майкопский;майкопский;A;False;False
1;малина;малина;S;False;False
1;мальвин;мальвин;S;False;False
1;мама;мама;S;False;False
1;марина;марина;S;False;False
1;мармелад;мармелад;S;False;False
1;маска;маска;S;False;False
1;мастеркласс;мастеркласс;S;True;False
1;математик;математик;S;False;False
1;мбайт;мбайт;S;False;False
1;медведь;медведь;S;False;False
1;медленный;медленный;A;False;False
1;медный;медный;A;False;False
1;медоносный;медоносный;A;False;False
1;междугородний;междугородний;A;False;False
1;междугородный;междугородный;A;False;False
1;мел;мел;S;False;False
1;менее;менее;ADV;False;False
1;меньший;меньший;A;False;False
1;мерлин;мерлин;S;False;False
1;мешать;мешать;V;False;False
1;минеральный;минеральный;A;False;False
1;мини;мини;COM;False;False
1;минус;минус;S;False;False
1;митя;митя;S;False;False
1;мишутка;мишутка;S;False;False
1;мл;мл;S;False;False
1;модем;модем;S;False;False
1;молодой;молодой;A;False;False
1;моль;моль;S;False;False
1;монография;монография;S;False;False
1;монофонический;монофонический;A;False;False
1;монохроматический;монохроматический;A;False;False
1;морковка;морковка;S;False;False
1;морозилка;морозилка;S;False;False
1;морщинка;морщинка;S;False;False
1;муж;муж;S;False;False
1;мужской;мужской;A;False;False
1;музыка;музыка;S;False;False
1;мыло;мыло;S;False;False
1;мяч;мяч;S;False;False
1;набор;набор;S;False;False
1;наборщица;наборщица;S;False;False
1;наволочка;наволочка;S;False;False
1;навык;навык;S;False;False
1;надя;надя;S;False;False
1;название;название;S;False;False
1;назначать;назначать;V;False;False
1;называть;называть;V;False;False
1;накалывать;накалывать;V;False;False
1;накачивать;накачивать;V;False;False
1;накачиваться;накачиваться;V;False;False
1;наладчик;наладчик;S;False;False
1;наливать;наливать;V;False;False
1;налично-денежный;налично-денежный;A;False;False
1;наличный;наличный;A;False;False
1;налоговый;налоговый;A;False;False
1;намечаться;намечаться;V;False;False
1;нанимать;нанимать;V;False;False
1;наносить;наносить;V;False;False
1;напиливать;напиливать;V;False;False
1;направляться;направляться;V;False;False
1;нарисовать;нарисовать;V;False;False
1;народный;народный;A;False;False
1;насекомое;насекомое;S;False;False
1;насекомоядный;насекомоядный;A;False;False
1;настенный;настенный;A;False;False
1;настойка;настойка;S;False;False
1;наступать;наступать;V;False;False
1;натекать;натекать;V;False;False
1;наткнуться;наткнуться;V;False;False
1;натуральный;натуральный;A;False;False
1;научаться;научаться;V;False;False
1;находиться;находиться;V;False;False
1;нахождение;нахождение;S;False;False
1;начальный;начальный;A;False;False
1;начинаться;начинаться;V;False;False
1;наш;наш;APRO;False;False
1;ндфл;ндфл;None;False;True
1;небольшой;небольшой;A;False;False
1;нед;нед;S;False;False
1;незнайка;незнайка;S;False;False
1;некий;некий;APRO;False;False
1;некогда;некогда;ADVPRO;False;False
1;некто;некто;SPRO;False;False
1;немой;немой;A;False;False
1;необходимо;необходимо;ADV;False;False
1;необходимость;необходимость;S;False;False
1;неравномерно;неравномерно;ADV;False;False
1;нереально;нереально;ADV;False;False
1;несжатый;несжатый;A;False;False
1;несколько;несколько;NUM;False;False
1;нижний;нижний;A;False;False
1;никита;никита;S;False;False
1;николай;николай;S;False;False
1;николас;николас;S;False;False
1;нитяный;нитяный;A;False;False
1;ничто;ничто;SPRO;False;False
1;номинал;номинал;S;False;False
1;обезвоживать;обезвоживать;V;False;False
1;оберточный;оберточный;A;False;False
1;обладать;обладать;V;False;False
1;область;область;S;False;False
1;облетать;облетать;V;False;False
1;обмотка;обмотка;S;False;False
1;образ;образ;S;False;False
1;образец;образец;S;False;False
1;образование;образование;S;False;False
1;обращаться;обращаться;V;False;False
1;обтачивать;обтачивать;V;False;False
1;обточить;обточить;V;False;False
1;обусловливать;обусловливать;V;False;False
1;обычный;обычный;A;False;False
1;обязательно;обязательно;ADV;False;False
1;обязательный;обязательный;A;False;False
1;овес;овес;S;False;False
1;овощевод;овощевод;S;False;False
1;овраг;овраг;S;False;False
1;овсянка;овсянка;S;False;False
1;овца;овца;S;False;False
1;огонь;огонь;S;False;False
1;огромный;огромный;A;False;False
1;однажды;однажды;ADV;False;False
1;однако;однако;CONJ;False;False
1;озеленение;озеленение;S;False;False
1;ой;ой;INTJ;False;False
1;океан;океан;S;False;False
1;оклад;оклад;S;False;False
1;окраска;окраска;S;False;False
1;округление;округление;S;False;False
1;оксана;оксана;S;False;False
1;октябрь;октябрь;S;False;False
1;окучивать;окучивать;V;False;False
1;онлайн;онлайн;ADV;False;False
1;опаздывать;опаздывать;V;False;False
1;опасный;опасный;A;False;False
1;операционист;операционист;S;False;False
1;операция;операция;S;False;False
1;оплодотворение;оплодотворение;S;False;False
1;оправдываться;оправдываться;V;False;False
1;опред;опред;S;True;False
1;определенный;определенный;A;False;False
1;определяться;определяться;V;False;False
1;опустеть;опустеть;V;False;False
1;опыт;опыт;S;False;False
1;орбита;орбита;S;False;False
1;организация;организация;S;False;False
1;ореховый;ореховый;A;False;False
1;освещаться;освещаться;V;False;False
1;осман;осман;S;False;False
1;особо;особо;ADV;False;False
1;остановка;остановка;S;False;False
1;отвесик;отвесик;S;True;False
1;отводить;отводить;V;False;False
1;отгружать;отгружать;V;False;False
1;отделка;отделка;S;False;False
1;отделочный;отделочный;A;False;False
1;отечественный;отечественный;A;False;False
1;отжимание;отжимание;S;False;False
1;отжиматься;отжиматься;V;False;False
1;отклонение;отклонение;S;False;False
1;открываться;открываться;V;False;False
1;отлавливать;отлавливать;V;False;False
1;отличный;отличный;A;False;False
1;отмеривать;отмеривать;V;False;False
1;отрезок;отрезок;S;False;False
1;отремонтировать;отремонтировать;V;False;False
1;отставать;отставать;V;False;False
1;отчет;отчет;S;False;False
1;отыскивать;отыскивать;V;False;False
1;офигеть;офигеть;V;False;False
1;оформление;оформление;S;False;False
1;оцифровывать;оцифровывать;V;True;False
1;ошибка;ошибка;S;False;False
1;павловна;павловна;S;False;False
1;падать;падать;V;False;False
1;паз;паз;S;False;False
1;пакет;пакет;S;False;False
1;палата;палата;S;False;False
1;палеонтолог;палеонтолог;S;False;False
1;пальчиковый;пальчиковый;A;False;False
1;пара;пара;S;False;False
1;парад;парад;S;False;False
1;парень;парень;S;False;False
1;паром;паром;S;False;False
1;партнерка;партнерка;S;True;False
1;пахнуть;пахнуть;V;False;False
1;пахота;пахота;S;False;False
1;пациент;пациент;S;False;False
1;пашня;пашня;S;False;False
1;перво;перво;ADV;True;False
1;перебирать;перебирать;V;False;False
1;перегораживать;перегораживать;V;False;False
1;передающий;передающий;A;False;False
1;передвигаться;передвигаться;V;False;False
1;перелетный;перелетный;A;False;False
1;пересдавать;пересдавать;V;False;False
1;переход;переход;S;False;False
1;переходить;переходить;V;False;False
1;перечисленный;перечисленный;A;False;False
1;петерсон;петерсон;S;True;False
1;петров;петров;S;False;False
1;печатный;печатный;A;False;False
1;печать;печать;S;False;False
1;печкин;печкин;S;False;False
1;пиенсон;пиенсон;S;True;False
1;пилотка;пилотка;S;False;False
1;пирожок;пирожок;S;False;False
1;письмо;письмо;S;False;False
1;пицца;пицца;S;False;False
1;пищевой;пищевой;A;False;False
1;плавательный;плавательный;A;False;False
1;планироваться;планироваться;V;False;False
1;платеж;платеж;S;False;False
1;плащ;плащ;S;False;False
1;пленять;пленять;V;False;False
1;пляж;пляж;S;False;False
1;пляжный;пляжный;A;False;False
1;победа;победа;S;False;False
1;поведывать;поведывать;V;False;False
1;погибать;погибать;V;False;False
1;погружной;погружной;A;False;False
1;подавать;подавать;V;False;False
1;подберезовик;подберезовик;S;False;False
1;подводить;подводить;V;False;False
1;подготовить;подготовить;V;False;False
1;поднос;поднос;S;False;False
1;подпись;подпись;S;False;False
1;показание;показание;S;False;False
1;покой;покой;S;False;False
1;покупать;покупать;V;False;False
1;поленница;поленница;S;False;False
1;полина;полина;S;False;False
1;полминуты;полминуты;S;False;False
1;полотно;полотно;S;False;False
1;полупустыня;полупустыня;S;False;False
1;получас;получас;S;False;False
1;полынь;полынь;S;False;False
1;поляна;поляна;S;False;False
1;помещение;помещение;S;False;False
1;помидор;помидор;S;False;False
1;помпа;помпа;S;False;False
1;помыть;помыть;V;False;False
1;понедельник;понедельник;S;False;False
1;понижаться;понижаться;V;False;False
1;поперечный;поперечный;A;False;False
1;попробовать;попробовать;V;False;False
1;пора;пора;S;False;False
1;портниха;портниха;S;False;False
1;поручать;поручать;V;False;False
1;посадка;посадка;S;False;False
1;посевная;посевная;S;False;False
1;посещать;посещать;V;False;False
1;посиделки;посиделки;S;False;False
1;постель;постель;S;False;False
1;постепенно;постепенно;ADV;False;False
1;поступать;поступать;V;False;False
1;потому;потому;ADVPRO;False;False
1;потребовать;потребовать;V;False;False
1;потрясать;потрясать;V;False;False
1;похудеть;похудеть;V;False;False
1;почистить;почистить;V;False;False
1;почта;почта;S;False;False
1;поэма;поэма;S;False;False
1;поэт;поэт;S;False;False
1;поэтический;поэтический;A;False;False
1;пояснение;пояснение;S;False;False
1;правило;правило;S;False;False
1;правильно;правильно;ADV;False;False
1;правонарушение;правонарушение;S;False;False
1;праздничный;праздничный;A;False;False
1;практика;практика;S;False;False
1;прах;прах;S;False;False
1;превращать;превращать;V;False;False
1;предварительно;предварительно;ADV;False;False
1;предельный;предельный;A;False;False
1;предлагать;предлагать;V;False;False
1;предпаложение;предпаложение;S;True;False
1;предпритие;предпритие;S;True;False
1;представлять;представлять;V;False;False
1;предупреждать;предупреждать;V;False;False
1;прежний;прежний;A;False;False
1;пренебрегать;пренебрегать;V;False;False
1;преподавать;преподавать;V;False;False
1;привал;привал;S;False;False
1;приветствовать;приветствовать;V;False;False
1;привозить;привозить;V;False;False
1;приготавливать;приготавливать;V;False;False
1;приготовление;приготовление;S;False;False
1;приезжать;приезжать;V;False;False
1;прилегать;прилегать;V;False;False
1;примерно;примерно;ADV;False;False
1;приморье;приморье;S;False;False
1;принимать;принимать;V;False;False
1;приобретать;приобретать;V;False;False
1;припливый;припливый;A;True;False
1;приседать;приседать;V;False;False
1;присладкий;присладкий;A;True;False
1;приходить;приходить;V;False;False
1;причина;причина;S;False;False
1;пришивать;пришивать;V;False;False
1;приятный;приятный;A;False;False
1;пробегание;пробегание;S;True;False
1;пробел;пробел;S;False;False
1;пробивать;пробивать;V;False;False
1;проблема;проблема;S;False;False
1;проведение;проведение;S;False;False
1;проверенный;проверенный;A;False;False
1;проводить;проводить;V;False;False
1;прогулка;прогулка;S;False;False
1;продавец;продавец;S;False;False
1;продавщица;продавщица;S;False;False
1;продолжать;продолжать;V;False;False
1;продолжительность;продолжительность;S;False;False
1;прозвище;прозвище;S;False;False
1;произва;произва;S;True;False
1;пролитать;пролитать;V;True;False
1;промывать;промывать;V;False;False
1;промышленный;промышленный;A;False;False
1;пропорциональный;пропорциональный;A;False;False
1;пропускать;пропускать;V;False;False
1;просить;просить;V;False;False
1;проскакать;проскакать;V;False;False
1;просьба;просьба;S;False;False
1;протяженность;протяженность;S;False;False
1;процентный;процентный;A;False;False
1;процессор;процессор;S;False;False
1;пружина;пружина;S;False;False
1;прыгать;прыгать;V;False;False
1;прямо;прямо;ADV;False;False
1;прямоугольный;прямоугольный;A;False;False
1;прятаться;прятаться;V;False;False
1;пуговица;пуговица;S;False;False
1;пустыня;пустыня;S;False;False
1;путевой;путевой;A;False;False
1;пух;пух;S;False;False
1;пшено;пшено;S;False;False
1;пятеро;пятеро;NUM;False;False
1;рабо;рабо;COM;False;False
1;равновесие;равновесие;S;False;False
1;равномерный;равномерный;A;False;False
1;равняться;равняться;V;False;False
1;радиоактивность;радиоактивность;S;False;False
1;радиоактивный;радиоактивный;A;False;False
1;разбивать;разбивать;V;False;False
1;развивать;развивать;V;False;False
1;разглаживаться;разглаживаться;V;False;False
1;разгрузка;разгрузка;S;False;False
1;разнорабочий;разнорабочий;S;False;False
1;разравнивать;разравнивать;V;False;False
1;район;район;S;False;False
1;расклад;расклад;S;False;False
1;расписание;расписание;S;False;False
1;расписывать;расписывать;V;False;False
1;расплавление;расплавление;S;False;False
1;расплавлять;расплавлять;V;False;False
1;распотрошить;распотрошить;V;False;False
1;распределение;распределение;S;False;False
1;распределяться;распределяться;V;False;False
1;распродажа;распродажа;S;False;False
1;расс;расс;S;False;False
1;рассматривать;рассматривать;V;False;False
1;растительный;растительный;A;False;False
1;расходование;расходование;S;False;False
1;расчитывать;расчитывать;V;True;False
1;реализация;реализация;S;False;False
1;ребенкаа;ребенкаа;S;True;False
1;ребеночек;ребеночек;S;False;False
1;ревизия;ревизия;S;False;False
1;резидент;резидент;S;False;False
1;реклама;реклама;S;False;False
1;репетировать;репетировать;V;False;False
1;ржавчина;ржавчина;S;False;False
1;ровно;ровно;ADV;False;False
1;ровный;ровный;A;False;False
1;родитель;родитель;S;False;False
1;родник;родник;S;False;False
1;рожь;рожь;S;False;False
1;россиянин;россиянин;S;False;False
1;руда;руда;S;False;False
1;руководитель;руководитель;S;False;False
1;рулет;рулет;S;False;False
1;рулетик;рулетик;S;True;False
1;рухнуть;рухнуть;V;False;False
1;ручка;ручка;S;False;False
1;рф;рф;S;False;False
1;рыба;рыба;S;False;False
1;рыбина;рыбина;S;False;False
1;рынок;рынок;S;False;False
1;рысь;рысь;S;False;False
1;рядовой;рядовой;A;False;False
1;рядом;рядом;ADV;False;False
1;саженец;саженец;S;False;False
1;саймон;саймон;S;False;False
1;самолетик;самолетик;S;False;False
1;самостоятельный;самостоятельный;A;False;False
1;санки;санки;S;False;False
1;сахарный;сахарный;A;False;False
1;сборка;сборка;S;False;False
1;свадьба;свадьба;S;False;False
1;свекла;свекла;S;False;False
1;сверкать;сверкать;V;False;False
1;сверх;сверх;PR;False;False
1;свободно;свободно;ADV;False;False
1;сгорание;сгорание;S;False;False
1;сгорать;сгорать;V;False;False
1;сдача;сдача;S;False;False
1;северо;северо;COM;False;False
1;сезон;сезон;S;False;False
1;сейнерный;сейнерный;A;False;False
1;секретный;секретный;A;False;False
1;секс-бомба;секс-бомба;S;False;False
1;семь;семь;NUM;False;False
1;семя;семя;S;False;False
1;сентябрь;сентябрь;S;False;False
1;сергей;сергей;S;False;False
1;сердце;сердце;S;False;False
1;серый;серый;A;False;False
1;сестра;сестра;S;False;False
1;сечение;сечение;S;False;False
1;сжатый;сжатый;A;False;False
1;силос;силос;S;False;False
1;система;система;S;False;False
1;ситец;ситец;S;False;False
1;ск;ск;S;False;False
1;сказалибчто;сказалибчто;ADV;True;False
1;сказать;сказать;V;False;False
1;скакать;скакать;V;False;False
1;скачать;скачать;V;False;False
1;скачка;скачка;S;False;False
1;скашивать;скашивать;V;False;False
1;скворец;скворец;S;False;False
1;скидывать;скидывать;V;False;False
1;скисание;скисание;S;False;False
1;скисать;скисать;V;False;False
1;скумбрия;скумбрия;S;False;False
1;скутер;скутер;S;False;False
1;сливать;сливать;V;False;False
1;слишком;слишком;ADV;False;False
1;смородина;смородина;S;False;False
1;смотреть;смотреть;V;False;False
1;смс;смс;S;False;False
1;снежинка;снежинка;S;False;False
1;соблюдать;соблюдать;V;False;False
1;совпадать;совпадать;V;False;False
1;согласно;согласно;PR;False;False
1;соглашаться;соглашаться;V;False;False
1;сода;сода;S;False;False
1;содержание;содержание;S;False;False
1;соединять;соединять;V;False;False
1;соколов;соколов;S;False;False
1;сокращать;сокращать;V;False;False
1;солнечный;солнечный;A;False;False
1;солярка;солярка;S;False;False
1;сосоящий;сосоящий;A;True;False
1;составление;составление;S;False;False
1;состояние;состояние;S;False;False
1;сосуд;сосуд;S;False;False
1;сотка;сотка;S;False;False
1;сочинять;сочинять;V;False;False
1;сошет;сошет;S;True;False
1;спелый;спелый;A;False;False
1;специалист;специалист;S;False;False
1;спешить;спешить;V;False;False
1;спирт;спирт;S;False;False
1;спица;спица;S;False;False
1;сплетать;сплетать;V;False;False
1;спокойный;спокойный;A;False;False
1;спортивный;спортивный;A;False;False
1;спортсмен;спортсмен;S;False;False
1;спускать;спускать;V;False;False
1;спустя;спустя;PR;False;False
1;среда;среда;S;False;False
1;среднесписочный;среднесписочный;A;False;False
1;среднесуточный;среднесуточный;A;False;False
1;ставить;ставить;V;False;False
1;ставиться;ставиться;V;False;False
1;стадион;стадион;S;False;False
1;стаканчик;стаканчик;S;False;False
1;старт;старт;S;False;False
1;стартовать;стартовать;V;False;False
1;стержень;стержень;S;False;False
1;стиральный;стиральный;A;False;False
1;стоить;стоить;V;False;False
1;сток;сток;S;False;False
1;столяр;столяр;S;False;False
1;сторож;сторож;S;False;False
1;сторонний;сторонний;A;False;False
1;стоячий;стоячий;A;False;False
1;стр;стр;None;False;True
1;стрелок;стрелок;S;False;False
1;строго;строго;ADV;False;False
1;строение;строение;S;False;False
1;строительный;строительный;A;False;False
1;строка;строка;S;False;False
1;студ;студ;S;True;False
1;студия;студия;S;False;False
1;стул;стул;S;False;False
1;ступенька;ступенька;S;False;False
1;суббота;суббота;S;False;False
1;суд;суд;S;False;False
1;судить;судить;V;False;False
1;супер;супер;A;False;False
1;супермаркет;супермаркет;S;False;False
1;супероружие;супероружие;S;True;False
1;суточные;суточные;S;False;False
1;сформулировать;сформулировать;V;False;False
1;счастие;счастие;S;False;False
1;считать;считать;V;False;False
1;съедаться;съедаться;V;False;False
1;сырость;сырость;S;False;False
1;ся;ся;None;False;True
1;табла;табла;S;True;False
1;так-то;так-то;PART;False;False
1;тактовый;тактовый;A;False;False
1;там;там;ADVPRO;False;False
1;танец;танец;S;False;False
1;танк;танк;S;False;False
1;тапочек;тапочек;S;False;False
1;тверь;тверь;S;False;False
1;творческий;творческий;A;False;False
1;телефон;телефон;S;False;False
1;теперь;теперь;ADV;False;False
1;терять;терять;V;False;False
1;техника;техника;S;False;False
1;тип;тип;S;False;False
1;товар;товар;S;False;False
1;тоже;тоже;PART;False;False
1;токарный;токарный;A;False;False
1;толя;толя;S;False;False
1;тонкий;тонкий;A;False;False
1;торговый;торговый;A;False;False
1;транспорт;транспорт;S;False;False
1;тройка;тройка;S;False;False
1;троллейбус;троллейбус;S;False;False
1;трубоукладчик;трубоукладчик;S;False;False
1;трудность;трудность;S;False;False
1;трулевка;трулевка;S;True;False
1;туалет;туалет;S;False;False
1;туда;туда;ADVPRO;False;False
1;ть;ть;None;False;True
1;тюк;тюк;S;False;False
1;тяжесть;тяжесть;S;False;False
1;убор;убор;S;False;False
1;уведомлять;уведомлять;V;False;False
1;увеличение;увеличение;S;False;False
1;увидеться;увидеться;V;False;False
1;увольнение;увольнение;S;False;False
1;угода;угода;S;False;False
1;уголовный;уголовный;A;False;False
1;удовлетворять;удовлетворять;V;False;False
1;удой;удой;S;False;False
1;узел;узел;S;False;False
1;узнавать;узнавать;V;False;False
1;улица;улица;S;False;False
1;умирать;умирать;V;False;False
1;уна;уна;S;False;False
1;уносить;уносить;V;False;False
1;упаковщица;упаковщица;S;False;False
1;упаковывать;упаковывать;V;False;False
1;упорный;упорный;A;False;False
1;употребление;употребление;S;False;False
1;упрощение;упрощение;S;False;False
1;усман;усман;S;False;False
1;установк;установк;S;True;False
1;установление;установление;S;False;False
1;устелать;устелать;V;True;False
1;уценивать;уценивать;V;False;False
1;учебный;учебный;A;False;False
1;учетный;учетный;A;False;False
1;учительница;учительница;S;False;False
1;учитывать;учитывать;V;False;False
1;фармацевтический;фармацевтический;A;False;False
1;фашист;фашист;S;False;False
1;февраль;февраль;S;False;False
1;фигура;фигура;S;False;False
1;физкультура;физкультура;S;False;False
1;фильм;фильм;S;False;False
1;финиш;финиш;S;False;False
1;фонарик;фонарик;S;False;False
1;форма;форма;S;False;False
1;фотон;фотон;S;False;False
1;французский;французский;A;False;False
1;фрезеровщик;фрезеровщик;S;False;False
1;фрекен;фрекен;S;False;False
1;фрукт;фрукт;S;False;False
1;футбольный;футбольный;A;False;False
1;хабаровск;хабаровск;S;False;False
1;характеристика;характеристика;S;False;False
1;хаус;хаус;S;False;False
1;хвост;хвост;S;False;False
1;хищник;хищник;S;False;False
1;хлебный;хлебный;A;False;False
1;хлебозавод;хлебозавод;S;False;False
1;хлопок;хлопок;S;False;False
1;ходок;ходок;S;False;False
1;холмс;холмс;S;False;False
1;хомячок;хомячок;S;False;False
1;хороший;хороший;A;False;False
1;хотеть;хотеть;V;False;False
1;хранение;хранение;S;False;False
1;хранить;хранить;V;False;False
1;хрупкий;хрупкий;A;False;False
1;художница;художница;S;False;False
1;цвет;цвет;S;False;False
1;цветок;цветок;S;False;False
1;цветочный;цветочный;A;False;False
1;цедра;цедра;S;False;False
1;ценность;ценность;S;False;False
1;цзн;цзн;None;False;True
1;чайный;чайный;A;False;False
1;чан;чан;S;False;False
1;частичка;частичка;S;False;False
1;частныйй;частныйй;None;False;True
1;часто;часто;ADV;False;False
1;четверг;четверг;S;False;False
1;чий;чий;S;False;False
1;чистить;чистить;V;False;False
1;чукотский;чукотский;A;False;False
1;шампунь;шампунь;S;False;False
1;шар;шар;S;False;False
1;шарик;шарик;S;False;False
1;шарф;шарф;S;False;False
1;шдк;шдк;None;False;True
1;шелдон;шелдон;S;False;False
1;шелковый;шелковый;A;False;False
1;шерлок;шерлок;S;False;False
1;шест;шест;S;False;False
1;шнур;шнур;S;False;False
1;шоколад;шоколад;S;False;False
1;шоссейный;шоссейный;A;False;False
1;штукатур;штукатур;S;False;False
1;шуба;шуба;S;False;False
1;щель;щель;S;False;False
1;щетка;щетка;S;False;False
1;эдс;эдс;S;True;False
1;электролампа;электролампа;S;False;False
1;электрон;электрон;S;False;False
1;электронагревательный;электронагревательный;A;False;False
1;электронный;электронный;A;False;False
1;электропаяльник;электропаяльник;S;False;False
1;электрочайник;электрочайник;S;True;False
1;эскалатор;эскалатор;S;False;False
1;эстафета;эстафета;S;False;False
1;этажный;этажный;A;False;False
1;эффект;эффект;S;False;False
1;эффективный;эффективный;A;False;False
1;юрий;юрий;S;False;False
1;ютуб;ютуб;S;False;False
1;язык;язык;S;False;False
